frame,0_x,0_y,0_z,0_vis,1_x,1_y,1_z,1_vis,2_x,2_y,2_z,2_vis,3_x,3_y,3_z,3_vis,4_x,4_y,4_z,4_vis,5_x,5_y,5_z,5_vis,6_x,6_y,6_z,6_vis,7_x,7_y,7_z,7_vis,8_x,8_y,8_z,8_vis,9_x,9_y,9_z,9_vis,10_x,10_y,10_z,10_vis,11_x,11_y,11_z,11_vis,12_x,12_y,12_z,12_vis,13_x,13_y,13_z,13_vis,14_x,14_y,14_z,14_vis,15_x,15_y,15_z,15_vis,16_x,16_y,16_z,16_vis,17_x,17_y,17_z,17_vis,18_x,18_y,18_z,18_vis,19_x,19_y,19_z,19_vis,20_x,20_y,20_z,20_vis,21_x,21_y,21_z,21_vis,22_x,22_y,22_z,22_vis,23_x,23_y,23_z,23_vis,24_x,24_y,24_z,24_vis,25_x,25_y,25_z,25_vis,26_x,26_y,26_z,26_vis,27_x,27_y,27_z,27_vis,28_x,28_y,28_z,28_vis,29_x,29_y,29_z,29_vis,30_x,30_y,30_z,30_vis,31_x,31_y,31_z,31_vis,32_x,32_y,32_z,32_vis
86,0.200458824634552,0.046884194016456604,0.10952114313840866,0.9998111128807068,0.18849869072437286,0.05726121366024017,0.09628964960575104,0.9998314380645752,0.18641994893550873,0.057341575622558594,0.09629113227128983,0.9998080134391785,0.18410512804985046,0.05784410238265991,0.09621603041887283,0.9998563528060913,0.19051167368888855,0.05741755664348602,0.12003080546855927,0.9998082518577576,0.18981951475143433,0.05709131062030792,0.12009144574403763,0.999782145023346,0.18914493918418884,0.05714443325996399,0.12004642188549042,0.9998315572738647,0.16981437802314758,0.050406962633132935,0.04932243004441261,0.9998044371604919,0.17867633700370789,0.048105016350746155,0.15906842052936554,0.9998593330383301,0.20099332928657532,0.033708348870277405,0.09222922474145889,0.9998601675033569,0.20258836448192596,0.03280390799045563,0.12426622211933136,0.9998181462287903,0.15952984988689423,0.006547778844833374,-0.038414277136325836,0.9999712705612183,0.17814509570598602,-0.01793031394481659,0.20523984730243683,0.9992969036102295,0.2181466668844223,-0.024671539664268494,-0.035645194351673126,0.968203604221344,0.23813138902187347,-0.05555449426174164,0.22470663487911224,0.03300407528877258,0.24355880916118622,0.019760116934776306,0.08563309162855148,0.36922284960746765,0.2705633342266083,-0.0029225200414657593,0.16591402888298035,0.009732035920023918,0.24995508790016174,0.027051597833633423,0.08952411264181137,0.25844404101371765,0.2796827256679535,0.005667835474014282,0.17290639877319336,0.013109433464705944,0.24841730296611786,0.035990193486213684,0.10245932638645172,0.2530241012573242,0.27888190746307373,0.019272297620773315,0.1599736213684082,0.01301923394203186,0.245381161570549,0.03200705349445343,0.09532001614570618,0.2558274567127228,0.27453550696372986,0.016283243894577026,0.15840882062911987,0.014746477827429771,0.25957050919532776,-0.1730569303035736,-0.08232084661722183,0.9976264834403992,0.27302291989326477,-0.18647794425487518,0.08226390928030014,0.994536280632019,0.3394586443901062,0.03981630504131317,-0.08409358561038971,0.9275216460227966,0.35840171575546265,0.002099156379699707,0.0637807697057724,0.12108298391103745,0.4695650637149811,0.0851515382528305,-0.0716807171702385,0.7701262831687927,0.4722600281238556,0.07813902199268341,0.06100273132324219,0.11959820985794067,0.4893069863319397,0.06435225903987885,-0.06687046587467194,0.7707962393760681,0.4902634620666504,0.06796611845493317,0.05835248902440071,0.23501582443714142,0.4921477437019348,0.15594585239887238,-0.06277024745941162,0.7196778059005737,0.4892720580101013,0.14508365094661713,0.04244717210531235,0.1891396939754486
87,0.20583882927894592,0.058579664677381516,0.13601616024971008,0.9997926950454712,0.19368299841880798,0.06639155745506287,0.12713924050331116,0.999809205532074,0.1919838786125183,0.06499524414539337,0.127170592546463,0.9997875094413757,0.1895464062690735,0.06328427791595459,0.12708505988121033,0.9998366236686707,0.1945553570985794,0.0693192183971405,0.1512862890958786,0.9997938275337219,0.19347599148750305,0.06954259425401688,0.15130425989627838,0.9997706413269043,0.19226983189582825,0.06986552476882935,0.15118347108364105,0.9998215436935425,0.17516253888607025,0.05088849738240242,0.0963413342833519,0.9997626543045044,0.1814728081226349,0.05318434536457062,0.2058350294828415,0.9998544454574585,0.20799782872200012,0.04047713428735733,0.1236228495836258,0.9998232126235962,0.20946626365184784,0.04257743060588837,0.1555289328098297,0.9998005628585815,0.16716988384723663,-2.497985951777082e-05,0.006029732059687376,0.9999639987945557,0.19484896957874298,-0.00458429055288434,0.23401641845703125,0.9993317127227783,0.2301863580942154,0.005390182137489319,0.013108639046549797,0.9645024538040161,0.26014435291290283,0.008584086783230305,0.24642713367938995,0.05564958229660988,0.24356921017169952,0.0605769120156765,0.11786650866270065,0.3674836754798889,0.3054419159889221,0.06210274249315262,0.16600623726844788,0.023980258032679558,0.22958782315254211,0.04469328001141548,0.11598169803619385,0.25879132747650146,0.34301331639289856,0.07266559451818466,0.16786696016788483,0.027651019394397736,0.22774623334407806,0.04813862219452858,0.1169607937335968,0.2536098062992096,0.3363666236400604,0.07774150371551514,0.15377570688724518,0.0274069681763649,0.2448730617761612,0.07099968194961548,0.12164570391178131,0.2572026252746582,0.32868582010269165,0.06876707822084427,0.15839871764183044,0.029188422486186028,0.2624056339263916,-0.16451206803321838,-0.07804236561059952,0.9974416494369507,0.2805757522583008,-0.168566033244133,0.07788758724927902,0.9946069717407227,0.33935290575027466,0.0467999204993248,-0.08994372189044952,0.9259313344955444,0.35434871912002563,0.030772261321544647,0.05180801451206207,0.12785491347312927,0.47565802931785583,0.0918412134051323,-0.11330446600914001,0.7666667699813843,0.472398579120636,0.08736685663461685,0.021945983171463013,0.12166471779346466,0.49919140338897705,0.06824159622192383,-0.11339128017425537,0.7717233300209045,0.4909535348415375,0.0745263621211052,0.017214996740221977,0.2426663190126419,0.5029866099357605,0.1801663637161255,-0.13228659331798553,0.7092812061309814,0.4939340054988861,0.1574276089668274,-0.00455618929117918,0.18805907666683197
88,0.21565963327884674,0.07109206169843674,0.1320573389530182,0.9997589588165283,0.2022646814584732,0.08021873235702515,0.12048013508319855,0.9997761249542236,0.200277179479599,0.0775081142783165,0.12051548808813095,0.9997557997703552,0.19702060520648956,0.07316640019416809,0.12043677270412445,0.9998056292533875,0.20399819314479828,0.08601638674736023,0.14537310600280762,0.999775767326355,0.20331355929374695,0.08703505247831345,0.14536446332931519,0.9997545480728149,0.20241406559944153,0.0878726914525032,0.14522576332092285,0.9998077154159546,0.1833420842885971,0.05293181911110878,0.08809010684490204,0.9997214078903198,0.19176635146141052,0.06288430094718933,0.20311245322227478,0.9998510479927063,0.21810100972652435,0.04765474423766136,0.12085497379302979,0.9997772574424744,0.22114361822605133,0.05376217141747475,0.15420322120189667,0.9997768998146057,0.185548797249794,0.00025933887809515,-0.0004597821971401572,0.9999532103538513,0.2156844139099121,-0.002127555664628744,0.24799495935440063,0.9993517398834229,0.2583250105381012,0.012198465876281261,0.0008243334013968706,0.9407037496566772,0.28942427039146423,0.00132184277754277,0.24607686698436737,0.06138508766889572,0.2696579396724701,0.07505875825881958,0.09815489500761032,0.3579234480857849,0.33768394589424133,0.0673709586262703,0.15001435577869415,0.03364597260951996,0.2741491198539734,0.08206299692392349,0.09257318824529648,0.2583247423171997,0.3509339988231659,0.08517967164516449,0.1412474513053894,0.03994176164269447,0.2676319479942322,0.08481470495462418,0.08525673300027847,0.25342246890068054,0.346568763256073,0.0927044004201889,0.13066361844539642,0.0396588034927845,0.26856595277786255,0.08343096077442169,0.0960131362080574,0.25795212388038635,0.34138399362564087,0.08200982958078384,0.14176879823207855,0.04169531911611557,0.29559656977653503,-0.1670266091823578,-0.0808834508061409,0.9969822764396667,0.3130885064601898,-0.17069363594055176,0.08065807074308395,0.9945173263549805,0.3511045575141907,0.0608755461871624,-0.08963944017887115,0.9253613948822021,0.3631850779056549,0.04641391709446907,0.05275225266814232,0.13111485540866852,0.4971478581428528,0.113828144967556,-0.10408706963062286,0.7609313130378723,0.49110057950019836,0.10345979034900665,0.022547844797372818,0.11878898739814758,0.5220876336097717,0.08698027580976486,-0.10264842212200165,0.7669112682342529,0.5117056965827942,0.087117038667202,0.018206758424639702,0.24127362668514252,0.5267667174339294,0.21771679818630219,-0.12141536176204681,0.6974495649337769,0.5155688524246216,0.18076881766319275,-0.008468122221529484,0.18029320240020752
89,0.21982981264591217,0.08809170871973038,-0.027701210230588913,0.9991955161094666,0.20491236448287964,0.09540882706642151,-0.044934727251529694,0.9991509318351746,0.2024269998073578,0.09204591810703278,-0.04493635147809982,0.9991737604141235,0.1990899294614792,0.08754799515008926,-0.04502560570836067,0.999300479888916,0.20787879824638367,0.10149262845516205,-0.020806435495615005,0.9992853999137878,0.2075229436159134,0.1022150069475174,-0.02081417292356491,0.9992749691009521,0.20694871246814728,0.10269466042518616,-0.020902762189507484,0.9993228316307068,0.18524059653282166,0.059214089065790176,-0.07214339822530746,0.9992148876190186,0.19513486325740814,0.0743490681052208,0.039137814193964005,0.9995082020759583,0.22315621376037598,0.05988902971148491,-0.03258869796991348,0.999434232711792,0.22652269899845123,0.06619173288345337,-0.00033058534609153867,0.9993265867233276,0.19898661971092224,-0.009941224940121174,-0.12198217213153839,0.9997975826263428,0.23165269196033478,0.005863064434379339,0.12591025233268738,0.9989935159683228,0.26869985461235046,-0.031718917191028595,-0.13140876591205597,0.9266170263290405,0.2946785092353821,0.020723119378089905,0.15803910791873932,0.061122048646211624,0.30210307240486145,0.061834659427404404,-0.056945834308862686,0.3495749831199646,0.3231563866138458,0.07184334844350815,0.0979008823633194,0.033406298607587814,0.31601375341415405,0.07484754174947739,-0.06311904639005661,0.25723087787628174,0.34826332330703735,0.09443417936563492,0.09237486869096756,0.04012009873986244,0.30705705285072327,0.08470325171947479,-0.055684030055999756,0.25256726145744324,0.34349772334098816,0.10530319809913635,0.078534796833992,0.03993024677038193,0.3022730052471161,0.07897061109542847,-0.051000792533159256,0.25775036215782166,0.3406875431537628,0.09787528961896896,0.08920063078403473,0.04193517565727234,0.32090499997138977,-0.19516469538211823,-0.08893515914678574,0.99100261926651,0.326444536447525,-0.17052790522575378,0.08909609168767929,0.9875476360321045,0.3668127655982971,0.05842730402946472,-0.11158252507448196,0.9228392839431763,0.363057404756546,0.061759356409311295,0.05375145375728607,0.13695639371871948,0.49921947717666626,0.15600234270095825,-0.09660611301660538,0.7729814052581787,0.49055641889572144,0.1381082534790039,0.029336195439100266,0.12612493336200714,0.5235324501991272,0.13649429380893707,-0.09386828541755676,0.7761163115501404,0.5117279887199402,0.11945812404155731,0.024940023198723793,0.2446647584438324,0.5179035067558289,0.27990907430648804,-0.12109581381082535,0.7107762098312378,0.5122457146644592,0.22620534896850586,-0.006246438715606928,0.18206998705863953
90,0.21865670382976532,0.11613640934228897,-0.03078179620206356,0.9989463090896606,0.2028723508119583,0.11805956810712814,-0.05273102596402168,0.9986675381660461,0.20041418075561523,0.11281052231788635,-0.052741639316082,0.9987392425537109,0.19733993709087372,0.10734099894762039,-0.052787479013204575,0.9989380836486816,0.20579300820827484,0.12693370878696442,-0.028884299099445343,0.9989394545555115,0.20547272264957428,0.128116175532341,-0.028891246765851974,0.9989748597145081,0.20494388043880463,0.1291029155254364,-0.02896682545542717,0.9990575313568115,0.18417848646640778,0.06748681515455246,-0.09054484963417053,0.9987204670906067,0.1933049112558365,0.08795338869094849,0.01773267239332199,0.999332070350647,0.2230917364358902,0.08671808242797852,-0.037902116775512695,0.9992668628692627,0.22692473232746124,0.0971246138215065,-0.006306532304733992,0.9991185665130615,0.2271142452955246,-0.009233498945832253,-0.155781090259552,0.9996471405029297,0.24372731149196625,0.004839942790567875,0.1338856816291809,0.9988052845001221,0.34941959381103516,0.03975392505526543,-0.17080435156822205,0.925584614276886,0.2933869957923889,0.014502804726362228,0.24114234745502472,0.05894055217504501,0.4519171416759491,0.14235040545463562,-0.10381357371807098,0.400073766708374,0.34547847509384155,0.11032877117395401,0.32539671659469604,0.039380528032779694,0.4554058611392975,0.174503356218338,-0.11890623718500137,0.315438836812973,0.3539804518222809,0.12868069112300873,0.34601321816444397,0.048431042581796646,0.44761577248573303,0.19162267446517944,-0.10137498378753662,0.31069663166999817,0.34852948784828186,0.1345161646604538,0.32527658343315125,0.04771937429904938,0.44087839126586914,0.18478339910507202,-0.09561645984649658,0.31322771310806274,0.3455389142036438,0.12889088690280914,0.31811559200286865,0.049977339804172516,0.36650389432907104,-0.19395460188388824,-0.0925443097949028,0.9858764410018921,0.35474687814712524,-0.18324005603790283,0.09269252419471741,0.9785124063491821,0.38642174005508423,0.09089008718729019,-0.06391928344964981,0.9119790196418762,0.377459317445755,0.07168816030025482,0.10635940730571747,0.1336265206336975,0.5039724111557007,0.19224008917808533,0.05549422651529312,0.7828778624534607,0.49334532022476196,0.1746833622455597,0.17063811421394348,0.1268797516822815,0.5259577631950378,0.1719910353422165,0.06787201762199402,0.7816176414489746,0.5120076537132263,0.1563834249973297,0.17578689754009247,0.24604864418506622,0.518066942691803,0.3162483274936676,0.06327086687088013,0.7203930616378784,0.5129758715629578,0.27741265296936035,0.1600835919380188,0.18215937912464142
91,0.21867258846759796,0.14012987911701202,-0.11694309115409851,0.9989268183708191,0.20153464376926422,0.13963934779167175,-0.13102546334266663,0.9986484050750732,0.1991879791021347,0.13328731060028076,-0.13111215829849243,0.9987250566482544,0.1964394450187683,0.1263291984796524,-0.1312721222639084,0.9989121556282043,0.20447014272212982,0.1500748097896576,-0.10776131600141525,0.9989365935325623,0.20411159098148346,0.15157140791416168,-0.10773532837629318,0.9989680051803589,0.20353952050209045,0.15271638333797455,-0.10776078701019287,0.9990464448928833,0.18370188772678375,0.0781848356127739,-0.13570748269557953,0.9987245798110962,0.19299761950969696,0.11028631031513214,-0.02860853262245655,0.9993478059768677,0.22576645016670227,0.10814797133207321,-0.11189377307891846,0.9992549419403076,0.2297421544790268,0.12015344202518463,-0.08081139624118805,0.9991192817687988,0.24762073159217834,0.004528841935098171,-0.20175249874591827,0.9993839859962463,0.2446751743555069,0.0030600321479141712,0.12286496162414551,0.998471736907959,0.38411298394203186,0.06151672080159187,-0.20328083634376526,0.9290540814399719,0.3239099681377411,0.01020594872534275,0.2536003589630127,0.05805959925055504,0.4694945514202118,0.16814874112606049,-0.11441406607627869,0.44826361536979675,0.352950781583786,0.12309599667787552,0.35626307129859924,0.04391517490148544,0.4931105971336365,0.19911539554595947,-0.1291089951992035,0.3697129786014557,0.3534402847290039,0.14233241975307465,0.37696993350982666,0.05579954385757446,0.48783665895462036,0.2136872410774231,-0.11684909462928772,0.3659793436527252,0.3458465337753296,0.1475542187690735,0.3613360524177551,0.0552373081445694,0.47985321283340454,0.1995503306388855,-0.10742229968309402,0.3666419982910156,0.3468572497367859,0.14223246276378632,0.3507133722305298,0.05754838511347771,0.3925553262233734,-0.19760334491729736,-0.09179294854402542,0.9706149697303772,0.3710864782333374,-0.18431515991687775,0.09196748584508896,0.9564133286476135,0.4140511751174927,0.06166095659136772,-0.06962347775697708,0.8852968215942383,0.37514257431030273,0.05083876848220825,0.15169259905815125,0.13186943531036377,0.502232551574707,0.025762755423784256,0.1159321591258049,0.7264294624328613,0.4607504904270172,0.026515092700719833,0.22925354540348053,0.11807714402675629,0.5020908117294312,-0.011756797321140766,0.1377457231283188,0.7336618304252625,0.47608622908592224,-0.004891039337962866,0.23743349313735962,0.23259027302265167,0.5153694748878479,0.12273494899272919,0.18370242416858673,0.6640912890434265,0.48139840364456177,0.10552634298801422,0.2570253610610962,0.16891776025295258
92,0.21716107428073883,0.15576998889446259,-0.03707413375377655,0.9988147616386414,0.20136751234531403,0.15502488613128662,-0.057157572358846664,0.9983957409858704,0.19877581298351288,0.1495085060596466,-0.0571851022541523,0.998529851436615,0.19540056586265564,0.14304043352603912,-0.057266715914011,0.9987295866012573,0.20386327803134918,0.1625182181596756,-0.03171287849545479,0.9987092018127441,0.20350489020347595,0.1626613587141037,-0.03173447027802467,0.9987921118736267,0.2030768245458603,0.1625073105096817,-0.03180062398314476,0.998886227607727,0.1827784925699234,0.09671017527580261,-0.09475024789571762,0.9983739256858826,0.19212378561496735,0.12235977500677109,0.022771131247282028,0.9992086887359619,0.22325028479099274,0.12701129913330078,-0.045240242034196854,0.9991311430931091,0.22683610022068024,0.13627885282039642,-0.010938689112663269,0.9988960027694702,0.23064178228378296,0.014720400795340538,-0.1659068763256073,0.9993494749069214,0.246029332280159,0.02397339418530464,0.1336824893951416,0.9980589747428894,0.38138771057128906,0.07337889075279236,-0.18676093220710754,0.9331311583518982,0.33261603116989136,0.025886714458465576,0.2611435651779175,0.056804001331329346,0.47513899207115173,0.1890551745891571,-0.11246873438358307,0.4954783320426941,0.3495241105556488,0.13732554018497467,0.39226922392845154,0.04602877050638199,0.5014087557792664,0.22026103734970093,-0.1262788325548172,0.4223334491252899,0.3476189374923706,0.15573632717132568,0.4161383807659149,0.058790821582078934,0.49710342288017273,0.2360396832227707,-0.11213608831167221,0.4185124635696411,0.342183381319046,0.15817244350910187,0.40397247672080994,0.0574958510696888,0.4915286898612976,0.22407011687755585,-0.1047607809305191,0.41714388132095337,0.34281858801841736,0.15281936526298523,0.3898793160915375,0.06001146882772446,0.39630481600761414,-0.18942920863628387,-0.09153538197278976,0.9717772603034973,0.3800053000450134,-0.17106036841869354,0.09168092161417007,0.9569986462593079,0.4316440224647522,0.11043079197406769,-0.056417450308799744,0.8711627125740051,0.3955438435077667,0.08651375025510788,0.11810562759637833,0.13025327026844025,0.5541110634803772,0.12246491014957428,0.06644182652235031,0.7227243185043335,0.5313549041748047,0.12271007895469666,0.17091883718967438,0.1157318651676178,0.5716937780380249,0.08590260148048401,0.08226556330919266,0.7245994806289673,0.5539883375167847,0.08885131776332855,0.17699672281742096,0.22813023626804352,0.5786114931106567,0.23906666040420532,0.101728655397892,0.6520242691040039,0.5592993497848511,0.22187940776348114,0.1716909110546112,0.1629789173603058
93,0.21693339943885803,0.17079442739486694,-0.004758329130709171,0.9980139136314392,0.20067915320396423,0.1721544861793518,-0.01534296479076147,0.9974052906036377,0.19815804064273834,0.16803181171417236,-0.01534898579120636,0.9976510405540466,0.19499331712722778,0.16339078545570374,-0.01544027030467987,0.9980771541595459,0.20312662422657013,0.17613139748573303,0.006469853688031435,0.997596263885498,0.20284205675125122,0.17512094974517822,0.006524393800646067,0.9977944493293762,0.20280621945858002,0.17376112937927246,0.006479361094534397,0.9980677962303162,0.18250848352909088,0.12162318825721741,-0.06295498460531235,0.997235894203186,0.19206033647060394,0.13654424250125885,0.061529744416475296,0.9982708096504211,0.22270332276821136,0.14366385340690613,-0.008035904727876186,0.9982383251190186,0.2257101982831955,0.14979538321495056,0.0209977850317955,0.9972582459449768,0.22722330689430237,0.04058131203055382,-0.1501268893480301,0.999327540397644,0.23363740742206573,0.02707645483314991,0.13713568449020386,0.9970305562019348,0.36281242966651917,0.09221451729536057,-0.16381801664829254,0.9247208833694458,0.3220119774341583,0.051336660981178284,0.2524319291114807,0.05297216400504112,0.4679587185382843,0.19644469022750854,-0.07253832370042801,0.5251482129096985,0.35483646392822266,0.184617280960083,0.2942482829093933,0.04363375902175903,0.47406238317489624,0.2482338845729828,-0.08596674352884293,0.4591480493545532,0.34274372458457947,0.17239093780517578,0.30913347005844116,0.05649753287434578,0.4844518005847931,0.24440191686153412,-0.06672103703022003,0.4542691111564636,0.3405410647392273,0.1818620264530182,0.29063040018081665,0.055145032703876495,0.47944605350494385,0.2352849245071411,-0.06213976815342903,0.4496110677719116,0.3440718650817871,0.17509038746356964,0.2865338623523712,0.057788651436567307,0.3873753547668457,-0.1502869725227356,-0.09361069649457932,0.973851203918457,0.3745949864387512,-0.14889471232891083,0.09364818781614304,0.9589380621910095,0.4224744737148285,0.1181320995092392,-0.06301070749759674,0.8481908440589905,0.394339919090271,0.0886048749089241,0.12720853090286255,0.12393667548894882,0.5564516186714172,0.12954258918762207,0.026530858129262924,0.7152187824249268,0.5277191400527954,0.11993690580129623,0.17384962737560272,0.11318758130073547,0.5785663723945618,0.09433704614639282,0.03835432976484299,0.7181504964828491,0.5498310327529907,0.09049542248249054,0.17871373891830444,0.2293882668018341,0.5767022371292114,0.23391330242156982,0.049535755068063736,0.6419456005096436,0.555384635925293,0.2084178924560547,0.1778889000415802,0.15985433757305145
94,0.21700657904148102,0.1851871758699417,0.010449957102537155,0.9977678060531616,0.2004421204328537,0.18586498498916626,-0.005366183817386627,0.9971558451652527,0.19796063005924225,0.1811816245317459,-0.005438013933598995,0.997486412525177,0.19494876265525818,0.17602048814296722,-0.005536572076380253,0.9979449510574341,0.20279891788959503,0.19127705693244934,0.021327851340174675,0.9972566366195679,0.2023492157459259,0.1906249076128006,0.021353306248784065,0.9975179433822632,0.20204052329063416,0.18965139985084534,0.021291883662343025,0.9978041648864746,0.18327884376049042,0.13618014752864838,-0.07384689897298813,0.9971719980239868,0.1915176808834076,0.15243710577487946,0.06556609272956848,0.9981394410133362,0.22322788834571838,0.15823201835155487,0.002794999396428466,0.9979169368743896,0.2261435091495514,0.16500891745090485,0.03497426211833954,0.9965084195137024,0.23123113811016083,0.06276211142539978,-0.15228277444839478,0.9992244839668274,0.23447942733764648,0.03231014683842659,0.1497974544763565,0.9965149164199829,0.3667556345462799,0.12213459610939026,-0.1504678577184677,0.9183682799339294,0.320502370595932,0.05762645602226257,0.25121748447418213,0.049649517983198166,0.46688032150268555,0.21870331466197968,-0.04242534935474396,0.5551632642745972,0.3447173535823822,0.16898953914642334,0.3018629848957062,0.04221000522375107,0.48177605867385864,0.24354200065135956,-0.05182793363928795,0.49557510018348694,0.33850282430648804,0.18130441009998322,0.31920671463012695,0.05538809299468994,0.47530409693717957,0.2535405158996582,-0.03647826611995697,0.4907923936843872,0.3362352252006531,0.18782077729701996,0.2930378317832947,0.05417836830019951,0.47151991724967957,0.24636323750019073,-0.03364817425608635,0.4845677316188812,0.33761680126190186,0.1827821284532547,0.2910136878490448,0.0572274811565876,0.40500831604003906,-0.14053532481193542,-0.09309742599725723,0.9752434492111206,0.3930090665817261,-0.1469687670469284,0.09318704903125763,0.9611477255821228,0.4496022164821625,0.07266532629728317,-0.032426927238702774,0.8365777730941772,0.4374612867832184,-0.015009664930403233,0.14859236776828766,0.14425042271614075,0.5778703093528748,0.05409551411867142,0.07785642892122269,0.7055616974830627,0.5748432278633118,-0.05916602537035942,0.19529123604297638,0.13510902225971222,0.6007980108261108,0.021376926451921463,0.0901823416352272,0.7135982513427734,0.5962230563163757,-0.08691900223493576,0.20118644833564758,0.2568664848804474,0.5980667471885681,0.14703743159770966,0.10003915429115295,0.6283686757087708,0.6129792928695679,-0.009578600525856018,0.20176878571510315,0.1758967638015747
95,0.21787779033184052,0.20271947979927063,-0.0011743606301024556,0.9973007440567017,0.2011631280183792,0.20227676630020142,-0.025730134919285774,0.9967246055603027,0.19878970086574554,0.19691354036331177,-0.025860555469989777,0.9970939755439758,0.19603334367275238,0.19112631678581238,-0.025993309915065765,0.9976933002471924,0.20334547758102417,0.20877277851104736,0.00511580053716898,0.9966647624969482,0.20283254981040955,0.20875374972820282,0.0051220678724348545,0.9968941807746887,0.20228388905525208,0.20841039717197418,0.005068528465926647,0.997344434261322,0.18581758439540863,0.15130634605884552,-0.09357106685638428,0.996979296207428,0.192095085978508,0.16959622502326965,0.04731103405356407,0.9978836178779602,0.2245813012123108,0.1748637557029724,-0.017796726897358894,0.997531533241272,0.22755885124206543,0.18244922161102295,0.021964598447084427,0.9957482218742371,0.23602940142154694,0.08017399162054062,-0.17823253571987152,0.9991635084152222,0.23925042152404785,0.04972631484270096,0.1539415568113327,0.9958009123802185,0.3780183792114258,0.146358460187912,-0.16777200996875763,0.9107573628425598,0.3438476324081421,0.07754102349281311,0.2376863658428192,0.04764407500624657,0.46654650568962097,0.23624718189239502,-0.05261458829045296,0.5792967677116394,0.3997950553894043,0.1902320235967636,0.2809908092021942,0.041215669363737106,0.4777677655220032,0.2873281240463257,-0.06593678146600723,0.5257517099380493,0.4007791578769684,0.2082352638244629,0.2930903434753418,0.054200489073991776,0.4726634919643402,0.2687515616416931,-0.04880864918231964,0.5208864808082581,0.40190497040748596,0.2294062077999115,0.28301385045051575,0.05315227434039116,0.46965667605400085,0.261467844247818,-0.042386576533317566,0.5121834874153137,0.40377113223075867,0.22358320653438568,0.2825886905193329,0.056374404579401016,0.4169597923755646,-0.10852260887622833,-0.09319961071014404,0.9755528569221497,0.4000539183616638,-0.1171276718378067,0.09331473708152771,0.9598132967948914,0.47428926825523376,0.07453294843435287,-0.0406213141977787,0.8272691369056702,0.4410237669944763,-0.010720957070589066,0.17976592481136322,0.1423778086900711,0.5805725455284119,0.05188896879553795,0.11922282725572586,0.6681623458862305,0.555596649646759,0.007756383158266544,0.2533722221851349,0.12894119322299957,0.5994494557380676,0.01664229854941368,0.13696317374706268,0.6782058477401733,0.5764573812484741,-0.016666898503899574,0.2616104185581207,0.2462150752544403,0.5957164168357849,0.14823083579540253,0.15838296711444855,0.5889150500297546,0.5795780420303345,0.07740235328674316,0.2664555311203003,0.1670079082250595
